Type,Date,Time,Latitude,Longitude,ParsedDate,ParsedTime,Datetime,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_morning,is_afternoon,is_evening,is_night,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,lat_grid,lon_grid,crime_density,distance_to_center,crime_type_encoded,crime_severity,time_weighted_severity,historical_crime_count,is_high_risk,historical_high_risk_count,historical_avg_severity,risk_score,baseline_risk_score,neighborhood_cluster,night_time_risk,location_density_risk,hour_density,weekend_night,dist_to_center_density,lat_squared,lon_squared,lat_lon_prod
2 wheeler theft,11/11/2018,11:40:00 AM,12.94036,77.56506,2018-11-11 00:00:00,11:40:00,2018-11-11 11:40:00,11,6,11,11,4,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.94,77.56,213,4.723737771229094,0,2.0,1.6,165,0,42.0,3.3031845692629673,8.585561624034963,2.8737373737,0,0.0,8946.0,2343,0,1006.156145271797,167.4529169296,6016.3385328036,1003.7197998216001
Ordinary Theft,11/11/2018,13:00,12.884331,77.549177,2018-11-11 00:00:00,13:00:00,2018-11-11 13:00:00,13,6,11,11,4,1,0,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.88,77.54,69,10.88112356602151,7,2.0,2.0,61,0,7.0,2.8043478260869565,8.496990484098719,2.0975609756,0,0.0,483.0,897,0,750.7975260554841,166.005985317561,6013.874853377329,999.169265245587
Robbery,11/11/2018,16:30,12.917777,77.58849,2018-11-11 00:00:00,16:30:00,2018-11-11 16:30:00,16,6,11,11,4,1,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.91,77.58,234,6.021360905416744,9,7.0,7.0,195,1,23.0,2.7336036978894125,38.21709859900911,2.3285714286,0,0.0,5382.0,3744,0,1408.998451867518,166.86896262172897,6019.973780480099,1002.2708115867298
Ordinary Theft,11/11/2018,17:00,12.917775,77.5854769,2018-11-11 00:00:00,17:00:00,2018-11-11 17:00:00,17,6,11,11,4,1,0,1,0,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.91,77.58,234,6.066174984473802,7,2.0,2.0,196,0,24.0,2.7552605319102783,10.919171028288318,2.3285714286,0,0.0,5616.0,3978,0,1419.4849463668697,166.868910950625,6019.506225800435,1002.2317338618976
Kidnap,12/11/2018,4:15,12.934536,77.558654,2018-11-12 00:00:00,04:15:00,2018-11-12 04:15:00,4,0,12,11,4,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.93,77.55,157,5.6708685340868445,5,2.0,3.0,123,0,18.0,2.952434764742141,15.187785099080902,2.1973684211,0,2.952434764742141,2826.0,628,0,890.3263598516346,167.30222153529598,6015.344810291716,1003.185202274544
2 wheeler theft,12/11/2018,11:00:00 AM,12.927981,77.557327,2018-11-12 00:00:00,11:00:00,2018-11-12 11:00:00,11,0,12,11,4,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.92,77.55,139,6.3118424948459735,0,2.0,1.6,109,0,21.0,3.23675604970569,7.906627876174887,2.1727272727,0,0.0,2919.0,1529,0,877.3461067835904,167.132692736361,6015.138971384929,1002.659649866787
Kidnap,12/11/2018,17:30,12.878655,77.566708,2018-11-12 00:00:00,17:30:00,2018-11-12 17:30:00,17,0,12,11,4,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.870000000000001,77.56,36,10.768017997116436,5,2.0,2.0,28,0,10.0,3.996168582375479,7.221835825288449,2.4764097241473597,0,0.0,360.0,612,0,387.6486478961917,165.859754609025,6016.5941899572645,998.9548718177401
2 wheeler theft,12/11/2018,18:25 PM,12.928161,77.557262,2018-11-12 00:00:00,18:25:00,2018-11-12 18:25:00,18,0,12,11,4,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.92,77.55,139,6.300995295029585,0,2.0,2.4,110,0,21.0,3.225614103311945,11.85994181426233,2.1727272727,0,0.0,2919.0,2502,0,875.8383460091123,167.137346841921,6015.128888936643,1002.6727698551819
2 wheeler theft,13/11/2018,2:00:00 PM,12.934751,77.586682,2018-11-13 00:00:00,02:00:00,2018-11-13 02:00:00,2,1,13,11,4,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.93,77.58,160,4.186298351739227,0,2.0,3.0,135,0,22.0,3.0370863970588236,15.24421309495339,2.6283783784,0,3.0370863970588236,3520.0,320,0,669.8077362782763,167.307783432001,6019.6932237691235,1003.564412586182
Chain Snatching,11/13/2018,11:30,12.938936,77.543658,2018-11-13 00:00:00,11:30:00,2018-11-13 11:30:00,11,1,13,11,4,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.93,77.54,82,6.6080028299366464,4,2.0,1.6,61,0,10.0,3.111723052714398,7.070144972474558,2.2142857143,0,0.0,820.0,902,0,541.856232054805,167.416064812096,6013.018896020963,1003.3324280678879
Chain Snatching,13/11/2018,12:10 PM,12.925884,77.547995,2018-11-13 00:00:00,12:10:00,2018-11-13 12:10:00,12,1,13,11,4,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.92,77.54,158,7.165749816363127,4,2.0,2.0,117,0,14.0,2.9573589358506758,10.137808404440463,2.3469387755,0,0.0,2212.0,1896,0,1132.1884709853741,167.078477181456,6013.691528520025,1002.37638780258
Attempted Murder,11/13/2018,13:40,12.941898,77.55148,2018-11-13 00:00:00,13:40:00,2018-11-13 13:40:00,13,1,13,11,4,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.94,77.55,222,5.722023968080573,3,2.0,2.0,175,0,36.0,2.9950348075348074,10.814343542920238,2.7529411765,0,0.0,7992.0,2886,0,1270.2893209138872,167.492723842404,6014.2320501904,1003.66334390904
2 wheeler theft,14/11/2018,11:00:00 AM,12.9100046,77.5899285,2018-11-14 00:00:00,11:00:00,2018-11-14 11:00:00,11,2,14,11,4,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.91,77.58,234,6.867780504349444,0,2.0,1.6,197,0,24.0,2.751446084779418,8.735336822630655,2.3285714286,0,0.0,5616.0,2574,0,1607.0606380177699,166.66821877202116,6020.1970046351125,1001.6863338486711
4 Wheeler Theft,14/11/2018,11:00,12.916744,77.597456,2018-11-14 00:00:00,11:00:00,2018-11-14 11:00:00,11,2,14,11,4,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.91,77.59,122,6.107556024566457,1,2.0,1.6,102,0,10.0,2.8826197676269296,7.699494968595868,2.6041666667,0,0.0,1220.0,1342,0,745.1218349971077,166.84227556153598,6021.365177671935,1002.3064742032639
2 wheeler theft,14/11/2018,12:00:00 PM,12.90703588,77.53571479,2018-11-14 00:00:00,12:00:00,2018-11-14 12:00:00,12,2,14,11,4,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.9,77.53,64,9.605423830728215,0,2.0,2.0,47,0,4.0,2.982421875,8.348774539791274,2.2916666667,0,0.0,256.0,768,0,614.7471251666058,166.59157520760738,6011.787067996224,1000.7562527759767
Kidnap,14/11/2018,18:30,12.87024907,77.57579285,2018-11-14 00:00:00,18:30:00,2018-11-14 18:30:00,18,2,14,11,4,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.870000000000001,77.57000000000001,23,11.452556257285096,5,2.0,2.4,19,0,4.0,3.791304347826087,7.627329192835069,2.4764097241473597,0,0.0,92.0,414,0,263.4087939175572,165.64331112383587,6018.003636306111,998.4197757822251
2 wheeler theft,15/11/2018,9:30:00 PM,12.9054085,77.54224539,2018-11-15 00:00:00,09:30:00,2018-11-15 09:30:00,9,3,15,11,4,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,12.9,77.54,114,9.293197610381199,0,2.0,1.6,95,0,24.0,3.4838267543859653,7.591891405381201,2.5982142857,0,0.0,2736.0,1026,0,1059.4245275834567,166.54956855187226,6012.799820122977,1000.7143527651918
2 wheeler theft,15/11/2018,12:00:00 AM,12.94036,77.56506,2018-11-15 00:00:00,12:00:00,2018-11-15 12:00:00,12,3,15,11,4,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,12.94,77.56,213,4.723737771229094,0,2.0,2.0,166,0,42.0,3.295381068848219,10.731952030043702,2.8737373737,0,0.0,8946.0,2556,0,1006.156145271797,167.4529169296,6016.3385328036,1003.7197998216001
2 wheeler theft,16/11/2018,1:05:00 PM,12.98779,77.56357,2018-11-16 00:00:00,01:05:00,2018-11-16 01:05:00,1,4,16,11,4,0,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.98,77.56,3,3.81384470139011,0,2.0,3.0,1,0,0.0,2.0,4.1588830833596715,2.4764097241473597,0,2.0,0.0,3,0,11.44153410417033,168.68268908410002,6016.107391144899,1007.3793588103
2 wheeler theft,11/16/2018,4:00:00 PM,12.936383,77.543796,2018-11-16 00:00:00,04:00:00,2018-11-16 04:00:00,4,4,16,11,4,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.93,77.54,82,6.756024612039827,0,2.0,3.0,62,0,10.0,3.094076655052265,13.256521823389795,2.2142857143,0,3.094076655052265,820.0,328,0,553.9940181872659,167.35000512268897,6013.040298089616,1003.136244329868
2 wheeler theft,16/11/2018,4:30:00 PM,12.962112,77.6033269,2018-11-16 00:00:00,04:30:00,2018-11-16 04:30:00,4,4,16,11,4,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.96,77.60000000000001,9,1.4167924872609186,0,2.0,3.0,2,0,2.0,5.703703703703703,6.907755278982138,2.4764097241473597,0,5.703703703703703,18.0,36,0,12.751132385348267,168.016347500544,6022.276345948263,1005.9030148504128
2 wheeler theft,16/11/2018,7:00:00 PM,13.06381,77.44239,2018-11-16 00:00:00,07:00:00,2018-11-16 07:00:00,7,4,16,11,4,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,13.06,77.44,3,19.41778566707406,0,2.0,1.6,0,0,0.0,2.0,2.218070977791825,2.4764097241473597,0,0.0,0.0,21,0,58.253357001222184,170.6631317161,5997.323768912101,1011.6926689059001
2 wheeler theft,16/11/2018,7:30:00 PM,12.9067229,77.5735098,2018-11-16 00:00:00,07:30:00,2018-11-16 07:30:00,7,4,16,11,4,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.9,77.57000000000001,221,7.5674116828552505,0,2.0,1.6,183,0,32.0,3.1096793232343107,8.644283810995647,2.4764097241473597,0,0.0,7072.0,1547,0,1672.3979819110104,166.58349601738442,6017.649422690695,1001.2197953690344
2 wheeler theft,16/11/2018,10:00:00 PM,13.06381,77.44239,2018-11-16 00:00:00,10:00:00,2018-11-16 10:00:00,10,4,16,11,4,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,13.06,77.44,3,19.41778566707406,0,2.0,1.6,1,0,0.0,2.0,2.218070977791825,2.4764097241473597,0,0.0,0.0,30,0,58.253357001222184,170.6631317161,5997.323768912101,1011.6926689059001
2 wheeler theft,16/11/2018,11:00:00 AM,12.9085015,77.5801181,2018-11-16 00:00:00,11:00:00,2018-11-16 11:00:00,11,4,16,11,4,0,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.9,77.58,144,7.189617834935643,0,2.0,1.6,126,0,9.0,2.525754593175853,7.962773987872919,1.6279069767,0,0.0,1296.0,1584,0,1035.3049682307326,166.62941097550225,6018.674724409949,1001.4430708640273
Robbery,16/11/2018,16:15,12.9028808337357,77.5721867734704,2018-11-16 00:00:00,16:15:00,2018-11-16 16:15:00,16,4,16,11,4,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.9,77.57000000000001,221,8.017992062652711,9,7.0,7.0,184,1,32.0,3.103681056622233,37.818741673105954,2.4764097241473597,0,0.0,7072.0,3536,0,1771.9762458462492,166.4843338095841,6017.444160818177,1000.9046819503773
Rape,16/11/2018,16:30:00,12.8976881,77.584369,2018-11-16 00:00:00,16:30:00,2018-11-16 16:30:00,16,4,16,11,4,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.89,77.58,77,8.293082631760441,8,9.0,9.0,54,1,10.0,3.1020070838252654,39.210379440206324,2.5138888889,0,0.0,770.0,1232,0,638.567362645554,166.3503583248816,6019.33431312816,1000.6589927973089
Assault,16/11/2018,17:00,12.87745,77.49977,2018-11-16 00:00:00,17:00:00,2018-11-16 17:00:00,17,4,16,11,4,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,12.870000000000001,77.49,4,14.670597426046434,2,6.0,6.0,2,1,1.0,4.416666666666667,9.656627474604601,2.4764097241473597,0,0.0,4.0,68,0,58.68238970418574,165.82871850249998,6006.2143500529,997.9994131865
Kidnap,17/11/2018,1:00,12.928254,77.559942,2018-11-17 00:00:00,01:00:00,2018-11-17 01:00:00,1,5,17,11,4,1,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.92,77.55,139,6.110390224396095,5,2.0,3.0,111,0,21.0,3.21467112024666,14.824927267827912,2.1727272727,0,3.21467112024666,2919.0,139,1,849.3442411910572,167.13975148851603,6015.544603043365,1002.7146304012681
2 wheeler theft,17/11/2018,1:00:00 PM,12.946225,77.587883,2018-11-17 00:00:00,01:00:00,2018-11-17 01:00:00,1,5,17,11,4,1,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.94,77.58,109,2.913943124472928,0,2.0,3.0,89,0,26.0,3.3151885830784913,14.10144109737725,2.3625,0,3.3151885830784913,2834.0,109,1,317.6198005675492,167.604741750625,6019.87958842169,1004.4701905916751
Kidnap,17/11/2018,4:00,12.9085194,77.5796617,2018-11-17 00:00:00,04:00:00,2018-11-17 04:00:00,4,5,17,11,4,1,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.9,77.57000000000001,221,7.198636917195638,5,2.0,3.0,185,0,33.0,3.1246290079307157,16.208032145616837,2.4764097241473597,0,3.1246290079307157,7293.0,884,1,1590.898758700236,166.62987310017635,6018.603909486447,1001.438568099887
Kidnap,17/11/2018,4:45,12.9096936,77.5792533,2018-11-17 00:00:00,04:45:00,2018-11-17 04:45:00,4,5,17,11,4,1,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.9,77.57000000000001,221,7.081739576997165,5,2.0,3.0,186,0,33.0,3.118614949064776,16.208032145616837,2.4764097241473597,0,3.118614949064776,7293.0,884,1,1565.0644465163737,166.66018884588098,6018.5405425855615,1001.524389819789
Kidnap,17/11/2018,12:10,12.91298108,77.55815356,2018-11-17 00:00:00,12:10:00,2018-11-17 12:10:00,12,5,17,11,4,1,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.91,77.55,101,7.621427001139097,5,2.0,2.0,75,0,11.0,2.9078947368421053,9.249945626568541,2.5,0,0.0,1111.0,1212,0,769.7641271150488,166.74508037243797,6015.26718363654,1001.5069695200145
Assault,17/11/2018,15:30,12.861107,77.546971,2018-11-17 00:00:00,15:30:00,2018-11-17 15:30:00,15,5,17,11,4,1,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.86,77.54,101,13.326644659288219,2,6.0,6.0,91,1,71.0,5.9117520447696945,27.749836879705626,3.4081632653,0,0.0,7171.0,1515,0,1345.9911105881101,165.40807326544902,6013.532711274841,997.339891556897
4 Wheeler Theft,17/11/2018,19:00,12.92088,77.56191,2018-11-17 00:00:00,19:00:00,2018-11-17 19:00:00,19,5,17,11,4,1,0,0,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.92,77.56,59,6.660118463103552,1,2.0,2.4,35,0,5.0,2.689736346516008,9.82642694933304,2.1515151515,0,0.0,295.0,1121,0,392.94698932310956,166.9491399744,6015.8498828481,1002.1681316808
Robbery,18/11/2018,9:30,12.9028808337357,77.5721867734704,2018-11-18 00:00:00,09:30:00,2018-11-18 09:30:00,9,6,18,11,4,1,1,0,0,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.9,77.57000000000001,221,8.017992062652711,9,7.0,5.6000000000000005,187,0,33.0,3.112664869548474,30.254993338484766,2.4764097241473597,0,0.0,7293.0,1989,0,1771.9762458462492,166.4843338095841,6017.444160818177,1000.9046819503773
Robbery,11/18/2018,10:20,12.5644,77.3255,2018-11-18 00:00:00,10:20:00,2018-11-18 10:20:00,10,6,18,11,4,1,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.56,77.32000000000001,19,53.868103587138854,9,7.0,5.6000000000000005,18,0,7.0,3.5650969529085867,16.77610073190235,2.4764097241473597,0,0.0,133.0,190,0,1023.4939681556382,157.86414735999998,5979.232950250001,971.5485122
Assault,18/11/2018,20:15,12.863278,77.540141,2018-11-18 00:00:00,20:15:00,2018-11-18 20:15:00,20,6,18,11,4,1,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.86,77.54,101,13.413273896733376,2,6.0,7.199999999999999,92,1,72.0,5.912700947514106,33.29980425564675,3.4081632653,0,0.0,7272.0,2020,0,1354.7406635700709,165.46392090528397,6012.473466299882,997.420389842198
2 wheeler theft,19/11/2018,9:30:00 AM,12.8731,77.543828,2018-11-19 00:00:00,09:30:00,2018-11-19 09:30:00,9,0,19,11,4,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.870000000000001,77.54,48,12.257256563999205,0,2.0,1.6,35,0,10.0,3.3703703703703702,6.226912476977002,2.4764097241473597,0,0.0,480.0,432,0,588.3483150719618,165.71670361000002,6013.045260893585,998.2294522268002
Assault,19/11/2018,10:00,12.89025011,77.58218798,2018-11-19 00:00:00,10:00:00,2018-11-19 10:00:00,10,0,19,11,4,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.89,77.58,77,9.145164686333695,2,6.0,4.800000000000001,55,0,11.0,3.2073283858998143,20.912202368110044,2.5138888889,0,0.0,847.0,770,0,704.1776808476945,166.158547898355,6018.995891764057,1000.0538071432356
4 Wheeler Theft,19/11/2018,16:00,12.943024,77.5871144,2018-11-19 00:00:00,16:00:00,2018-11-19 16:00:00,16,0,19,11,4,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.94,77.58,109,3.279411098153135,1,2.0,2.0,90,0,26.0,3.30073596128642,9.400960731584833,2.3625,0,0.0,2834.0,1744,0,357.4558096986917,167.521870264576,6019.760320918688,1004.2118837699456
2 wheeler theft,20/11/2018,4:00:00 PM,12.91084893,77.53745649,2018-11-20 00:00:00,04:00:00,2018-11-20 04:00:00,4,1,20,11,4,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.91,77.53,49,9.164175758878878,0,2.0,3.0,40,0,7.0,3.227476356396217,11.736069016284437,2.725,0,3.227476356396217,343.0,196,0,449.04461218506503,166.69002009328216,6012.057158938643,1001.074387158838
Assault,20/11/2018,11:10,12.9093151,77.5731743,2018-11-20 00:00:00,11:10:00,2018-11-20 11:10:00,11,1,20,11,4,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.9,77.57000000000001,221,7.304625012936042,2,6.0,4.800000000000001,188,0,33.0,3.133232780291604,25.932851432986944,2.4764097241473597,0,0.0,7293.0,2431,0,1614.3221278588653,166.650416351088,6017.597370978181,1001.416550345922
2 wheeler theft,20/11/2018,12:00:00 PM,12.9083539,77.5989745,2018-11-20 00:00:00,12:00:00,2018-11-20 12:00:00,12,1,20,11,4,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.9,77.59,76,7.048605818992121,0,2.0,2.0,61,0,9.0,2.9995755517826823,8.687610843707368,2.24,0,0.0,684.0,912,0,535.6940422434012,166.6256004076452,6021.60084345165,1001.6750251230754
2 wheeler theft,20/11/2018,12:00:00 AM,12.94103,77.5482,2018-11-20 00:00:00,12:00:00,2018-11-20 12:00:00,12,1,20,11,4,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.94,77.54,94,6.069305044769689,0,2.0,2.0,52,0,5.0,2.6483340024086712,9.107753783201082,1.7413793103,0,0.0,470.0,1128,0,570.5146742083508,167.4702574609,6013.723323239999,1003.5535826459999
Kidnap,20/11/2018,16:00,12.917986,77.553778,2018-11-20 00:00:00,16:00:00,2018-11-20 16:00:00,16,1,20,11,4,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,12.91,77.55,101,7.4236854540176,5,2.0,2.0,76,0,11.0,2.896103896103896,9.249945626568541,2.5,0,0.0,1111.0,1616,0,749.7922308557776,166.874362296196,6014.588482073283,1001.838618451108
2 wheeler theft,11/21/2018,1:15:00 PM,12.54167,77.34492,2018-11-21 00:00:00,01:15:00,2018-11-21 01:15:00,1,2,21,11,4,0,0,0,0,1,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.540000000000001,77.34,8,54.94200302180919,0,2.0,3.0,6,0,1.0,3.2857142857142856,6.591673732008658,2.4764097241473597,0,3.2857142857142856,8.0,8,0,439.53602417447354,157.2934863889,5982.2366498064,970.0344628164
2 wheeler theft,11/21/2018,1:30:00 PM,12.54167,77.34492,2018-11-21 00:00:00,01:30:00,2018-11-21 01:30:00,1,2,21,11,4,0,0,0,0,1,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.540000000000001,77.34,8,54.94200302180919,0,2.0,3.0,7,0,1.0,3.125,6.591673732008658,2.4764097241473597,0,3.125,8.0,8,0,439.53602417447354,157.2934863889,5982.2366498064,970.0344628164
2 wheeler theft,11/21/2018,6:30:00 PM,12.933005,77.542065,2018-11-21 00:00:00,06:30:00,2018-11-21 06:30:00,6,2,21,11,4,0,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.93,77.54,82,7.1293597475377215,0,2.0,1.6,63,0,10.0,3.0769817073170733,7.070144972474558,2.2142857143,0,0.0,820.0,492,0,584.6074992980932,167.262618330025,6012.771844464224,1002.8519143553249
Ordinary Theft,21/11/2018,11:00,16.864691,-79.553238,2018-11-21 00:00:00,11:00:00,2018-11-21 11:00:00,11,2,21,11,4,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,16.86,-79.56,2,15854.700894204741,7,2.0,1.6,0,0,0.0,2.0,1.7577796618689758,2.4764097241473597,0,0.0,0.0,22,0,31709.401788409483,284.417802525481,6328.717676284643,-1341.640776919458
Kidnap,21/11/2018,13:45:00,12892865.0,77.577889,2018-11-21 00:00:00,13:45:00,2018-11-21 13:45:00,13,2,21,11,4,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12892864.99,77.57000000000001,2,19128.68342191123,5,2.0,2.0,0,0,0.0,2.0,2.1972245773362196,2.4764097241473597,13,0.0,0.0,26,0,38257.36684382246,166225967908225.0,6018.328861696321,1000201249.861985
Murder,21/11/2018,23:50,12.845887,77.583885,2018-11-21 00:00:00,23:50:00,2018-11-21 23:50:00,23,2,21,11,4,0,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.84,77.58,23,14.026806824446838,6,10.0,15.0,15,1,5.0,4.671195652173913,47.67080745521918,2.7173913043,0,4.671195652173913,115.0,529,0,322.6165569622773,165.01681281676898,6019.259211693225,996.6338197309949
2 wheeler theft,22/11/2018,6:00:00 PM,12.8791483,77.5522352,2018-11-22 00:00:00,06:00:00,2018-11-22 06:00:00,6,3,22,11,4,0,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,12.870000000000001,77.55,21,11.258887809920864,0,2.0,1.6,15,0,5.0,4.1101190476190474,4.945667925373306,2.4764097241473597,0,0.0,105.0,126,0,236.43664400833813,165.87246093339292,6014.349184516119,998.8067381372801
Assault,22/11/2018,6:25,12.916271,77.5871377,2018-11-22 00:00:00,06:25:00,2018-11-22 06:25:00,6,3,22,11,4,0,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,12.91,77.58,234,6.205225008494005,2,6.0,4.800000000000001,198,0,24.0,2.7476699738006274,26.206010467891968,2.3285714286,0,0.0,5616.0,1404,0,1452.022651987597,166.830056545441,6019.763936478761,1002.1364966475167
2 wheeler theft,22/11/2018,10:30:00 AM,12.92209,77.58384,2018-11-22 00:00:00,10:30:00,2018-11-22 10:30:00,10,3,22,11,4,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,12.92,77.58,291,5.627392762397604,0,2.0,1.6,247,0,21.0,2.6842090677308503,9.08280608362925,1.9756944444,0,0.0,6111.0,2910,0,1637.5712938577028,166.98040996810002,6019.252229145599,1002.5453630256
